Main Data
#
# variable definitions
#
height # z # m # Z1 # 0 # 99999
wind speed # speed # m/s # G1 # 0 # 99.99
wind direction # dir # deg # R1 # 0 # 999.9
wind W # W # m/s # S # 0 # 99.99
sigma W # sigW # m/s # S # 0 # 99.99
backscatter # bck #  # S # 0 # 9.99E+37
error code # - - - - - - - - groundclutter - - - - - - -  #  # E # IIIIIIIIWIIIIIII
#
# beginning of data block
#

2012-08-15 00:30:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 05:00:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   1.80  211.0   0.03   0.09  4.09E+05       0
    40   1.51  204.6   0.08   0.10  5.28E+05       0
    50   2.12  208.9   0.06   0.09  2.79E+05       0
    60   1.73  208.7   0.11   0.09  8.03E+04       0
    70   1.79  209.3   0.08   0.09  1.67E+05       0
    80   1.94  208.3   0.09   0.10  1.21E+05       0
    90   2.16  210.9   0.11   0.10  4.82E+04       0
   100   2.27  215.3   0.07   0.13  3.74E+05       0
   110   2.43  225.6   0.04   0.14  3.58E+05       0
   120   2.80  229.5   0.03   0.15  4.14E+05       0
   130   2.96  229.6   0.03   0.18  2.63E+05       0
   140   3.43  231.7   0.04   0.21  2.58E+05       0
   150   3.85  240.7   0.08   0.21  1.73E+05       0
   160   4.65  244.4   0.11   0.24  1.23E+05       0
   170   4.78  243.2   0.06   0.30  5.37E+04       0
   180   4.81  240.4   0.03   0.21  6.12E+04       0
   190   4.89  238.8   0.04   0.17  5.26E+04       0
   200   4.74  238.2   0.06   0.15  5.43E+04       0
   210   4.52  236.2   0.06   0.13  4.79E+04       0
   220   4.52  237.8   0.07   0.13  5.25E+04       0
   230   4.54  235.9   0.04   0.15  1.07E+05       0
   240   4.62  236.4   0.03   0.13  7.00E+04       0
   250   4.38  231.2   0.01   0.11  8.33E+04       0
   260   4.32  232.8  -0.02   0.15  8.32E+04       0
   270   4.34  232.5  -0.02   0.11  8.15E+04       0
   280   3.99  234.6  -0.03   0.13  8.12E+04       0
   290   3.69  228.8   0.04   0.17  9.99E+37       0
   300   3.62  227.5   0.06   0.20  6.85E+04       0
   310   3.92  228.1   0.11   0.17  9.99E+37       0
   320   4.39  232.5   0.09   0.19  9.99E+37       0
   330   4.20  229.4   0.13   0.15  9.99E+37       0
   340   4.36  227.0   0.15   0.19  9.99E+37       0
   350   4.41  223.4   0.23   0.18  9.99E+37       0
   360   4.48  226.3   0.20   0.16  2.13E+05       0
   370   4.58  229.6   0.20   0.20  1.28E+05       0
   380   4.54  229.0   0.06   0.17  9.99E+37       0
   390   4.63  228.0   0.03   0.18  1.52E+05       0
   400   4.60  226.1  -0.05   0.15  1.90E+05       0
   410   4.50  228.6   0.03   0.14  2.43E+05       0
   420   4.41  229.2   0.00   0.13  3.29E+05       0
   430   4.36  229.6   0.07   0.16  1.88E+05       0
   440   4.30  225.5   0.08   0.12  2.69E+05       0
   450   4.51  222.2   0.11   0.14  5.33E+05       0
   460   4.20  220.1   0.14   0.15  4.81E+05       0
   470   4.09  220.7   0.15   0.14  9.99E+37       0
   480   3.85  222.2   0.23   0.14  4.69E+05       0
   490   3.95  222.6   0.15   0.16  6.32E+05       0
   500   4.03  226.0   0.06   0.20  6.00E+05       0
   510   3.88  223.8   0.05   0.20  7.16E+05       0
   520   3.75  221.5   0.00   0.17  9.99E+37       0
   530  99.99  999.9  -0.02   0.20  9.99E+37       0
   540  99.99  999.9  -0.05   0.26  8.43E+05       0
   550  99.99  999.9  -0.12   0.28  8.27E+05       0
   560  99.99  999.9   0.20   0.30  9.99E+37       0
   570  99.99  999.9   0.15   0.26  8.10E+05       0
   580  99.99  999.9   0.39   0.46  9.99E+37       0
   590  99.99  999.9   0.07   0.40  9.99E+37       0
   600  99.99  999.9   0.06   0.27  9.99E+37       0
   610  99.99  999.9   0.09  99.99  9.99E+37       0
   620  99.99  999.9   0.18  99.99  9.99E+37       0
   630  99.99  999.9  99.99  99.99  9.99E+37       0
   640  99.99  999.9  99.99  99.99  9.99E+37       0
   650  99.99  999.9  99.99  99.99  9.99E+37       0
   660  99.99  999.9  99.99  99.99  9.99E+37       0
   670  99.99  999.9  99.99  99.99  9.99E+37       0
   680  99.99  999.9  99.99  99.99  9.99E+37       0
   690  99.99  999.9  99.99  99.99  9.99E+37       0
   700  99.99  999.9  99.99  99.99  9.99E+37       0
   710  99.99  999.9  99.99  99.99  9.99E+37       0
   720  99.99  999.9  99.99  99.99  9.99E+37       0
   730  99.99  999.9  99.99  99.99  9.99E+37       0
   740  99.99  999.9  99.99  99.99  9.99E+37       0
   750  99.99  999.9  99.99  99.99  9.99E+37       0
   760  99.99  999.9  99.99  99.99  9.99E+37       0
   770  99.99  999.9  99.99  99.99  9.99E+37       0
   780  99.99  999.9  99.99  99.99  9.99E+37       0
   790  99.99  999.9  99.99  99.99  9.99E+37       0
   800  99.99  999.9  99.99  99.99  9.99E+37       0
   810  99.99  999.9  99.99  99.99  9.99E+37       0
   820  99.99  999.9  99.99  99.99  1.29E+07       0
   830  99.99  999.9  99.99  99.99  9.99E+37       0
   840  99.99  999.9  99.99  99.99  9.99E+37       0
   850  99.99  999.9  99.99  99.99  9.99E+37       0
   860  99.99  999.9  99.99  99.99  9.99E+37       0
   870  99.99  999.9  99.99  99.99  9.99E+37       0
   880  99.99  999.9  99.99  99.99  9.99E+37       0
   890  99.99  999.9  99.99  99.99  9.99E+37       0
   900  99.99  999.9  99.99  99.99  9.99E+37       0
   910  99.99  999.9  99.99  99.99  9.99E+37       0
   920  99.99  999.9  99.99  99.99  9.99E+37       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  9.99E+37       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  5.24E+07       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 05:30:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   0.88  170.4  -0.04   0.08  2.94E+05       0
    40   1.03  185.3  -0.02   0.09  4.43E+05       0
    50   1.43  194.2   0.00   0.08  4.77E+05       0
    60   1.26  201.8   0.05   0.08  2.73E+05       0
    70   1.27  205.5   0.03   0.09  2.23E+05       0
    80   1.09  206.7   0.00   0.11  1.06E+05       0
    90   0.87  217.2   0.00   0.12  5.49E+04       0
   100   0.95  216.0   0.01   0.17  4.00E+05       0
   110   1.28  219.8   0.05   0.21  4.37E+05       0
   120   1.45  219.7   0.06   0.24  2.39E+05       0
   130   1.53  220.1   0.09   0.25  1.52E+05       0
   140   1.44  222.7   0.09   0.19  1.84E+05       0
   150   1.72  227.9   0.11   0.20  1.65E+05       0
   160   2.36  234.8   0.08   0.24  1.28E+05       0
   170   2.90  237.6   0.10   0.20  3.78E+04       0
   180   3.43  236.3   0.12   0.15  5.04E+04       0
   190   3.46  235.8   0.12   0.13  9.99E+37       0
   200   3.68  232.9   0.06   0.13  5.70E+04       0
   210   3.36  234.3   0.02   0.13  9.99E+37       0
   220   3.07  234.5   0.01   0.12  6.84E+04       0
   230   2.83  240.8   0.02   0.16  9.83E+04       0
   240   2.59  243.7   0.00   0.17  7.28E+04       0
   250   3.02  242.1   0.01   0.14  9.35E+04       0
   260   3.08  236.4   0.03   0.17  9.05E+04       0
   270   3.54  238.2  -0.03   0.13  9.99E+37       0
   280   3.96  250.3  -0.06   0.10  1.33E+05       0
   290   4.23  252.9  -0.04   0.13  9.99E+37       0
   300   4.43  252.5   0.10   0.22  9.99E+37       0
   310   4.59  251.8   0.20   0.17  9.99E+37       0
   320   4.90  250.5   0.14   0.22  9.99E+37       0
   330   4.33  245.0   0.13   0.20  2.37E+05       0
   340   4.24  242.9   0.05   0.29  9.99E+37       0
   350   4.50  240.4   0.13   0.31  9.99E+37       0
   360   4.29  240.1   0.10   0.27  9.99E+37       0
   370   4.39  236.1   0.15   0.26  9.99E+37       0
   380   4.55  233.1   0.09   0.28  9.99E+37       0
   390   4.49  231.7   0.05   0.26  9.99E+37       0
   400   4.42  233.3  -0.01   0.24  9.99E+37       0
   410  99.99  999.9  -0.02   0.31  9.99E+37       0
   420  99.99  999.9   0.00   0.29  9.99E+37       0
   430  99.99  999.9  -0.12   0.33  9.99E+37       0
   440  99.99  999.9  -0.10   0.32  9.99E+37       0
   450  99.99  999.9  -0.17   0.41  9.99E+37       0
   460  99.99  999.9  -0.15   0.37  9.99E+37       0
   470  99.99  999.9  -0.22   0.33  9.99E+37       0
   480  99.99  999.9  -0.14   0.25  9.99E+37       0
   490  99.99  999.9  -0.16   0.24  9.99E+37       0
   500  99.99  999.9  -0.14   0.29  9.99E+37       0
   510  99.99  999.9  -0.16   0.26  9.99E+37       0
   520  99.99  999.9  -0.03   0.21  9.99E+37       0
   530  99.99  999.9   0.10   0.31  9.99E+37       0
   540  99.99  999.9   0.12   0.30  9.99E+37       0
   550  99.99  999.9   0.14  99.99  9.99E+37       0
   560  99.99  999.9   0.21  99.99  9.99E+37       0
   570  99.99  999.9   0.37  99.99  9.99E+37       0
   580  99.99  999.9   0.43  99.99  9.99E+37       0
   590  99.99  999.9   0.18  99.99  9.99E+37       0
   600  99.99  999.9  -0.06  99.99  9.99E+37       0
   610  99.99  999.9  -0.01  99.99  9.99E+37       0
   620  99.99  999.9  -0.06  99.99  9.99E+37       0
   630  99.99  999.9  -0.01  99.99  9.99E+37       0
   640  99.99  999.9   0.00  99.99  9.99E+37       0
   650  99.99  999.9   0.02  99.99  7.73E+06       0
   660  99.99  999.9   0.13  99.99  9.99E+37       0
   670  99.99  999.9  -0.02  99.99  7.78E+06       0
   680  99.99  999.9  -0.07  99.99  9.99E+37       0
   690  99.99  999.9  -0.18  99.99  9.99E+37       0
   700  99.99  999.9  -0.05  99.99  7.43E+06       0
   710  99.99  999.9   0.05  99.99  9.99E+37       0
   720  99.99  999.9   0.01  99.99  9.99E+37       0
   730  99.99  999.9   0.07  99.99  9.17E+06       0
   740  99.99  999.9  -0.05  99.99  9.99E+37       0
   750  99.99  999.9   0.12  99.99  6.26E+06       0
   760  99.99  999.9   0.14  99.99  1.20E+07       0
   770  99.99  999.9   0.15  99.99  9.99E+37       0
   780  99.99  999.9  -0.02  99.99  9.99E+37       0
   790  99.99  999.9  -0.15  99.99  9.99E+37       0
   800  99.99  999.9  -0.31  99.99  9.99E+37       0
   810  99.99  999.9  -0.21  99.99  9.99E+37       0
   820  99.99  999.9  -0.17  99.99  9.99E+37       0
   830  99.99  999.9  -0.14  99.99  9.99E+37       0
   840  99.99  999.9  -0.12  99.99  7.58E+06       0
   850  99.99  999.9  -0.19  99.99  9.99E+37       0
   860  99.99  999.9  -0.16  99.99  9.99E+37       0
   870  99.99  999.9  -0.19  99.99  9.99E+37       0
   880  99.99  999.9   0.00  99.99  9.99E+37       0
   890  99.99  999.9  -0.02  99.99  9.99E+37       0
   900  99.99  999.9   0.06  99.99  9.99E+37       0
   910  99.99  999.9   0.01  99.99  9.99E+37       0
   920  99.99  999.9   0.41  99.99  9.99E+37       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  9.99E+37       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  5.56E+07       0

2012-08-15 06:00:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   1.03   97.3  -0.07   0.08  3.29E+05       0
    40   1.22  155.1  -0.02   0.08  2.76E+05       0
    50   0.73  144.5  -0.02   0.08  2.02E+05       0
    60   0.79  161.3  -0.02   0.07  1.12E+05       0
    70   0.87  171.1   0.01   0.08  2.41E+05       0
    80   1.03  184.2   0.04   0.10  1.72E+05       0
    90   1.11  186.6   0.05   0.12  1.02E+05       0
   100   1.25  192.0   0.06   0.14  9.03E+05       0
   110   1.24  190.3   0.13   0.18  5.78E+05       0
   120   1.19  199.9   0.18   0.18  3.17E+05       0
   130   0.93  203.2   0.22   0.21  1.34E+05       0
   140   0.96  212.7   0.14   0.19  2.22E+05       0
   150   1.21  219.0   0.12   0.18  1.43E+05       0
   160   1.75  227.7   0.13   0.21  1.70E+05       0
   170   2.15  231.7   0.15   0.14  9.99E+37       0
   180   2.45  234.6   0.16   0.21  4.35E+04       0
   190   2.55  233.1   0.31   0.35  4.22E+04       0
   200   2.57  232.2   0.67   0.37  5.19E+04       0
   210   2.52  231.8  99.99   0.39  4.97E+04       0
   220   2.47  236.1   0.57   0.39  1.41E+05       0
   230   2.49  247.8   0.27   0.36  7.98E+04       0
   240   2.94  249.4   0.15   0.30  5.53E+04       0
   250   3.55  253.8   0.13   0.26  7.14E+04       0
   260   3.57  254.6   0.04   0.24  9.99E+37       0
   270   3.31  263.5   0.10   0.26  9.99E+37       0
   280   2.29  258.8   0.08   0.23  1.11E+05       0
   290   1.92  244.4   0.13   0.21  9.99E+37       0
   300   1.67  233.9   0.14   0.21  9.99E+37       0
   310   2.34  235.5   0.22   0.18  9.99E+37       0
   320   2.63  235.3   0.15   0.30  9.99E+37       0
   330   2.38  229.5   0.02   0.15  9.99E+37       0
   340   2.03  225.8  -0.15   0.45  9.99E+37       0
   350   1.96  233.5  -0.37   0.49  9.99E+37       0
   360   2.11  241.9  -0.37   0.50  9.99E+37       0
   370   2.29  255.2  -0.36   0.43  9.99E+37       0
   380   2.04  254.3  -0.21   0.30  9.99E+37       0
   390   2.16  246.7  99.99  99.99  2.61E+05       0
   400   2.12  241.7   0.11  99.99  9.99E+37       0
   410  99.99  999.9   0.44  99.99  9.99E+37       0
   420  99.99  999.9   0.48  99.99  9.99E+37       0
   430  99.99  999.9   0.48  99.99  9.99E+37       0
   440  99.99  999.9   0.11  99.99  9.99E+37       0
   450  99.99  999.9  99.99  99.99  9.99E+37       0
   460  99.99  999.9  99.99  99.99  9.99E+37       0
   470  99.99  999.9  99.99  99.99  9.99E+37       0
   480  99.99  999.9  99.99  99.99  9.99E+37       0
   490  99.99  999.9   0.31   0.31  9.99E+37       0
   500  99.99  999.9   0.07   0.29  9.99E+37       0
   510  99.99  999.9   0.10   0.17  9.99E+37       0
   520  99.99  999.9   0.13   0.12  9.99E+37       0
   530  99.99  999.9   0.06   0.19  9.99E+37       0
   540  99.99  999.9   0.00  99.99  9.99E+37       0
   550  99.99  999.9   0.15  99.99  9.99E+37       0
   560  99.99  999.9   0.07  99.99  9.99E+37       0
   570  99.99  999.9   0.19  99.99  9.99E+37       0
   580  99.99  999.9  -0.03  99.99  9.99E+37       0
   590  99.99  999.9   0.22  99.99  9.99E+37       0
   600  99.99  999.9   0.17  99.99  9.99E+37       0
   610  99.99  999.9   0.17  99.99  9.99E+37       0
   620  99.99  999.9   0.03  99.99  9.99E+37       0
   630  99.99  999.9  -0.14  99.99  9.99E+37       0
   640  99.99  999.9  -0.30  99.99  9.99E+37       0
   650  99.99  999.9  -0.14  99.99  9.99E+37       0
   660  99.99  999.9   0.16  99.99  9.99E+37       0
   670  99.99  999.9   0.44  99.99  9.99E+37       0
   680  99.99  999.9   0.48  99.99  9.99E+37       0
   690  99.99  999.9   0.54  99.99  9.99E+37       0
   700  99.99  999.9   0.44  99.99  9.99E+37       0
   710  99.99  999.9   0.55  99.99  6.80E+06       0
   720  99.99  999.9   0.21  99.99  5.12E+06       0
   730  99.99  999.9  -0.11  99.99  9.99E+37       0
   740  99.99  999.9  -0.49  99.99  9.99E+37       0
   750  99.99  999.9  -0.53  99.99  7.92E+06       0
   760  99.99  999.9  99.99  99.99  9.99E+37       0
   770  99.99  999.9  -0.47  99.99  9.99E+37       0
   780  99.99  999.9  -0.28  99.99  9.99E+37       0
   790  99.99  999.9   0.06  99.99  9.99E+37       0
   800  99.99  999.9  -0.22  99.99  9.99E+37       0
   810  99.99  999.9  -0.36  99.99  9.99E+37       0
   820  99.99  999.9  -0.41  99.99  1.51E+07       0
   830  99.99  999.9  -0.26  99.99  9.99E+37       0
   840  99.99  999.9  -0.21  99.99  9.99E+37       0
   850  99.99  999.9  -0.27  99.99  9.99E+37       0
   860  99.99  999.9  -0.41  99.99  9.99E+37       0
   870  99.99  999.9  99.99  99.99  1.48E+07       0
   880  99.99  999.9  99.99  99.99  9.99E+37       0
   890  99.99  999.9  99.99  99.99  9.99E+37       0
   900  99.99  999.9  99.99  99.99  9.99E+37       0
   910  99.99  999.9  99.99  99.99  9.99E+37       0
   920  99.99  999.9  99.99  99.99  9.99E+37       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  9.99E+37       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 06:30:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   0.27   35.7   0.09   0.11  1.47E+06       0
    40   0.67  163.2   0.02   0.10  5.31E+05       0
    50   0.26  147.0   0.07   0.09  2.91E+05       0
    60   0.22  150.3   0.07   0.08  1.90E+05       0
    70   0.23  166.2   0.04   0.08  8.15E+05       0
    80   0.24  201.4   0.03   0.09  5.01E+05       0
    90   0.33  220.7   0.05   0.10  4.23E+05       0
   100   0.44  212.4   0.03   0.11  5.12E+05       0
   110   0.57  200.8   0.00   0.14  3.93E+05       0
   120   0.62  202.0   0.01   0.14  3.71E+05       0
   130   0.55  185.3   0.03   0.20  3.36E+05       0
   140   0.39  188.4   0.00   0.17  2.35E+05       0
   150   0.28  211.4  -0.04   0.14  1.46E+05       0
   160   0.43  226.8  -0.07   0.16  9.99E+37       0
   170   0.66  201.0   0.04   0.29  9.99E+37       0
   180   0.40  185.5   0.03  99.99  9.99E+37       0
   190   0.20  241.1   0.08  99.99  9.99E+37       0
   200   0.64  266.1   0.15  99.99  9.99E+37       0
   210   1.21  252.6   0.31  99.99  9.99E+37       0
   220   1.58  251.3   0.32  99.99  9.99E+37       0
   230   1.81  254.3   0.50  99.99  9.99E+37       0
   240   2.02  253.0   0.38  99.99  9.99E+37       0
   250   1.71  257.2   0.45  99.99  9.99E+37       0
   260   1.73  261.6   0.07  99.99  9.99E+37       0
   270   1.98  262.0   0.23  99.99  9.99E+37       0
   280   2.28  249.8   0.20  99.99  9.99E+37       0
   290   1.89  243.7   0.17  99.99  9.99E+37       0
   300   1.79  235.7   0.12  99.99  9.99E+37       0
   310   1.64  228.3  -0.03  99.99  9.99E+37       0
   320   1.34  216.9  -0.01  99.99  9.99E+37       0
   330   1.49  183.7   0.36  99.99  9.99E+37       0
   340   1.81  171.4  99.99  99.99  9.99E+37       0
   350   1.77  163.2  99.99  99.99  9.99E+37       0
   360  99.99  999.9  99.99  99.99  9.99E+37       0
   370  99.99  999.9   0.09  99.99  9.99E+37       0
   380  99.99  999.9  -0.10  99.99  9.99E+37       0
   390  99.99  999.9   0.47  99.99  9.99E+37       0
   400  99.99  999.9   0.48  99.99  9.99E+37       0
   410  99.99  999.9   0.01  99.99  9.99E+37       0
   420  99.99  999.9   0.26  99.99  9.99E+37       0
   430  99.99  999.9   0.09  99.99  9.99E+37       0
   440  99.99  999.9  -0.06  99.99  1.65E+06       0
   450  99.99  999.9  -0.09  99.99  9.99E+37       0
   460  99.99  999.9  -0.22  99.99  9.99E+37       0
   470  99.99  999.9   0.38  99.99  9.99E+37       0
   480  99.99  999.9   0.39  99.99  9.99E+37       0
   490  99.99  999.9   0.43  99.99  9.99E+37       0
   500  99.99  999.9   0.32  99.99  9.99E+37       0
   510  99.99  999.9   0.11  99.99  9.99E+37       0
   520  99.99  999.9  -0.10  99.99  9.99E+37       0
   530  99.99  999.9  -0.25  99.99  9.99E+37       0
   540  99.99  999.9  -0.15  99.99  9.99E+37       0
   550  99.99  999.9  -0.13  99.99  9.76E+06       0
   560  99.99  999.9  -0.05  99.99  6.20E+06       0
   570  99.99  999.9  -0.02  99.99  9.99E+37       0
   580  99.99  999.9   0.04  99.99  9.99E+37       0
   590  99.99  999.9   0.09  99.99  9.99E+37       0
   600  99.99  999.9   0.05  99.99  9.99E+37       0
   610  99.99  999.9   0.03  99.99  1.56E+07       0
   620  99.99  999.9  -0.12  99.99  9.99E+37       0
   630  99.99  999.9  -0.11  99.99  9.99E+37       0
   640  99.99  999.9  -0.14  99.99  9.99E+37       0
   650  99.99  999.9  -0.09  99.99  1.52E+07       0
   660  99.99  999.9  -0.16  99.99  9.99E+37       0
   670  99.99  999.9   0.01  99.99  9.99E+37       0
   680  99.99  999.9  -0.07  99.99  9.99E+37       0
   690  99.99  999.9   0.11  99.99  9.99E+37       0
   700  99.99  999.9   0.10  99.99  9.99E+37       0
   710  99.99  999.9   0.13  99.99  9.99E+37       0
   720  99.99  999.9   0.20  99.99  9.99E+37       0
   730  99.99  999.9  -0.11  99.99  9.99E+37       0
   740  99.99  999.9  -0.05  99.99  9.99E+37       0
   750  99.99  999.9  -0.27  99.99  9.99E+37       0
   760  99.99  999.9  -0.20  99.99  9.99E+37       0
   770  99.99  999.9  -0.24  99.99  9.99E+37       0
   780  99.99  999.9  -0.02  99.99  9.99E+37       0
   790  99.99  999.9   0.13  99.99  9.99E+37       0
   800  99.99  999.9  99.99  99.99  9.99E+37       0
   810  99.99  999.9  99.99  99.99  9.99E+37       0
   820  99.99  999.9  99.99  99.99  9.99E+37       0
   830  99.99  999.9  99.99  99.99  9.99E+37       0
   840  99.99  999.9  99.99  99.99  9.99E+37       0
   850  99.99  999.9  99.99  99.99  9.99E+37       0
   860  99.99  999.9  99.99  99.99  9.99E+37       0
   870  99.99  999.9  99.99  99.99  9.99E+37       0
   880  99.99  999.9  99.99  99.99  9.99E+37       0
   890  99.99  999.9  99.99  99.99  9.99E+37       0
   900  99.99  999.9  99.99  99.99  9.99E+37       0
   910  99.99  999.9  99.99  99.99  9.99E+37       0
   920  99.99  999.9  99.99  99.99  7.24E+07       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  1.36E+08       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 07:00:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   1.58    3.3   0.07   0.12  4.21E+06       0
    40   0.14  312.0   0.02   0.09  6.91E+05       0
    50   0.59  348.7   0.01   0.08  2.41E+05       0
    60   0.24  353.7   0.03   0.07  2.25E+05       0
    70   0.24  354.4   0.00   0.07  8.68E+05       0
    80   0.16  336.6   0.00   0.07  4.56E+05       0
    90   0.06    1.9   0.02   0.09  3.25E+05       0
   100   0.18  223.3   0.02   0.13  2.19E+05       0
   110   0.19  196.2   0.04   0.17  1.23E+05       0
   120   0.30  193.1   0.07   0.24  1.72E+05       0
   130   0.28  156.3   0.08   0.22  1.75E+05       0
   140   0.63  172.0   0.06   0.24  1.59E+05       0
   150   0.68  153.6   0.04   0.25  1.05E+05       0
   160   0.34   54.9   0.05   0.31  9.99E+37       0
   170   0.48  351.1   0.10   0.38  9.99E+37       0
   180   0.67  304.9   0.14   0.35  9.99E+37       0
   190   0.57  266.5   0.09   0.49  9.99E+37       0
   200   0.43  229.8   0.12  99.99  9.99E+37       0
   210   1.06  230.0   0.18  99.99  9.99E+37       0
   220   1.36  231.8   0.47  99.99  9.99E+37       0
   230   1.29  248.5   0.33  99.99  9.99E+37       0
   240   0.33   84.7   0.48  99.99  9.99E+37       0
   250   0.58   59.3   0.33  99.99  9.99E+37       0
   260   0.48  332.3   0.71  99.99  9.99E+37       0
   270   0.99  286.6   0.58  99.99  9.99E+37       0
   280   1.66  277.0   0.39  99.99  9.99E+37       0
   290   1.70  251.8   0.47  99.99  9.99E+37       0
   300   1.95  247.1   0.39  99.99  9.99E+37       0
   310   2.00  226.0   0.66  99.99  9.99E+37       0
   320   1.69  213.3   0.12  99.99  9.99E+37       0
   330   1.40  210.5  -0.06  99.99  9.99E+37       0
   340   1.00  156.4  -0.13  99.99  9.99E+37       0
   350   0.48  155.8  -0.17  99.99  9.99E+37       0
   360   0.39  141.2  -0.04  99.99  9.99E+37       0
   370   0.74  143.4  -0.13  99.99  9.99E+37       0
   380   0.62  130.0  -0.04  99.99  9.99E+37       0
   390   0.67  123.2  -0.09  99.99  9.99E+37       0
   400   0.80  117.8  -0.05  99.99  9.99E+37       0
   410   1.04  115.9  -0.01  99.99  9.99E+37       0
   420   1.38  122.4   0.01   0.37  9.99E+37       0
   430   1.82  116.3   0.00   0.34  9.99E+37       0
   440   2.19  116.4   0.00   0.30  9.99E+37       0
   450   2.51  108.5  -0.02   0.32  9.99E+37       0
   460   2.74  105.6   0.09   0.46  9.99E+37       0
   470   3.24  102.5   0.08   0.52  2.00E+06       0
   480   3.36  100.2   0.08   0.47  9.99E+37       0
   490   3.77   97.6   0.03   0.34  9.99E+37       0
   500   4.04   94.0   0.01   0.25  9.99E+37       0
   510   4.72   92.9   0.03   0.18  9.99E+37       0
   520   4.88   90.7   0.02   0.19  9.99E+37       0
   530   5.14   88.7   0.04   0.19  9.99E+37       0
   540   5.05   87.5   0.04   0.23  9.99E+37       0
   550   5.45   87.6   0.03   0.25  9.99E+37       0
   560   5.80   88.2  -0.06   0.27  9.99E+37       0
   570   6.29   87.6  -0.01   0.35  9.99E+37       0
   580   6.30   82.7   0.04   0.43  9.99E+37       0
   590   6.21   80.8   0.18   0.44  9.99E+37       0
   600   6.49   76.4   0.05   0.55  9.99E+37       0
   610   6.78   75.9   0.07   0.77  9.99E+37       0
   620   7.44   74.4   0.08  99.99  9.99E+37       0
   630   7.20   71.5   0.23  99.99  9.99E+37       0
   640   7.34   69.7   0.28  99.99  9.99E+37       0
   650   7.67   63.7   0.31  99.99  9.99E+37       0
   660   8.45   55.9   0.35  99.99  9.99E+37       0
   670   9.01   52.7   0.23  99.99  9.99E+37       0
   680   9.18   51.1   0.05  99.99  9.99E+37       0
   690   9.60   51.8  -0.17  99.99  9.99E+37       0
   700   9.63   55.3  -0.25  99.99  9.99E+37       0
   710  10.02   56.7   0.07  99.99  9.99E+37       0
   720  99.99  999.9   0.14  99.99  9.99E+37       0
   730  99.99  999.9   0.38  99.99  9.99E+37       0
   740  99.99  999.9   0.21  99.99  9.99E+37       0
   750  99.99  999.9  99.99  99.99  9.99E+37       0
   760  99.99  999.9  99.99  99.99  9.99E+37       0
   770  99.99  999.9  99.99  99.99  9.99E+37       0
   780  99.99  999.9  99.99  99.99  9.99E+37       0
   790  99.99  999.9  99.99  99.99  9.99E+37       0
   800  99.99  999.9  99.99  99.99  9.99E+37       0
   810  99.99  999.9  99.99  99.99  9.99E+37       0
   820  99.99  999.9  99.99  99.99  9.99E+37       0
   830  99.99  999.9  99.99  99.99  9.99E+37       0
   840  99.99  999.9  99.99  99.99  9.99E+37       0
