Main Data
#
# variable definitions
#
height # z # m # Z1 # 0 # 99999
wind speed # speed # m/s # G1 # 0 # 99.99
wind direction # dir # deg # R1 # 0 # 999.9
wind W # W # m/s # S # 0 # 99.99
sigma W # sigW # m/s # S # 0 # 99.99
backscatter # bck #  # S # 0 # 9.99E+37
error code # - - - - - - - - groundclutter - - - - - - -  #  # E # IIIIIIIIWIIIIIII
#
# beginning of data block
#

2012-08-15 00:30:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
   850  99.99  999.9  99.99  99.99  9.99E+37       0
   860  99.99  999.9  99.99  99.99  9.99E+37       0
   870  99.99  999.9  99.99  99.99  9.99E+37       0
   880  99.99  999.9  99.99  99.99  9.99E+37       0
   890  99.99  999.9  99.99  99.99  9.99E+37       0
   900  99.99  999.9  99.99  99.99  9.99E+37       0
   910  99.99  999.9  99.99  99.99  9.99E+37       0
   920  99.99  999.9  99.99  99.99  9.99E+37       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  9.99E+37       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 07:30:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   1.99  348.7   0.06   0.11  1.75E+06       0
    40   1.35  344.8   0.00   0.09  6.16E+05       0
    50   1.57  345.5   0.00   0.08  4.68E+05       0
    60   1.22  345.7  -0.01   0.08  7.04E+05       0
    70   1.26  339.7  -0.01   0.06  1.95E+06       0
    80   1.23  335.4   0.00   0.07  1.19E+06       0
    90   1.13  334.8   0.00   0.09  1.03E+06       0
   100   1.00  334.6  -0.01   0.11  7.13E+05       0
   110   0.86  343.3  -0.02   0.15  5.73E+05       0
   120   0.67  350.1  -0.01   0.21  4.34E+05       0
   130   0.46    2.5   0.00   0.25  3.79E+05       0
   140   0.22    3.2   0.04   0.24  3.45E+05       0
   150   0.14  357.3   0.03   0.20  2.23E+05       0
   160   0.24  347.1  -0.01   0.25  9.99E+37       0
   170   0.25  331.4  -0.07   0.25  9.99E+37       0
   180   0.09  246.7  -0.09   0.27  9.99E+37       0
   190   0.32  187.9  -0.05   0.36  1.86E+05       0
   200   0.50  174.0  -0.05   0.33  1.87E+05       0
   210   0.46  184.5  -0.09   0.33  2.75E+05       0
   220   0.48  188.9  -0.09   0.32  2.93E+05       0
   230   0.54  216.5  -0.12   0.32  9.99E+37       0
   240   0.57  220.6  -0.09   0.36  9.99E+37       0
   250   0.68  222.7  -0.11  99.99  9.99E+37       0
   260   0.76  206.6  -0.04   0.36  9.99E+37       0
   270   0.80  201.0  -0.02   0.36  9.99E+37       0
   280   0.91  179.1  -0.02   0.38  9.99E+37       0
   290   0.91  175.4  -0.01   0.51  8.05E+05       0
   300   1.03  180.1   0.00   0.48  9.99E+37       0
   310   1.08  196.2   0.00   0.45  7.12E+05       0
   320   1.26  200.8  -0.04   0.41  9.99E+37       0
   330   1.41  196.5  -0.07   0.41  1.31E+06       0
   340   1.16  167.8  -0.11   0.43  9.99E+37       0
   350   1.28  127.2  -0.11   0.51  9.99E+37       0
   360   1.86  105.8  -0.14   0.50  9.99E+37       0
   370   2.22  109.2  -0.07   0.42  9.99E+37       0
   380   2.38  108.1   0.00   0.34  9.99E+37       0
   390   2.44  110.0   0.02   0.34  9.99E+37       0
   400   2.39  106.1   0.00   0.32  3.22E+06       0
   410   2.62  107.0  -0.05   0.33  9.99E+37       0
   420   2.98  103.4   0.00   0.24  9.99E+37       0
   430   3.53  102.5  -0.03   0.25  9.99E+37       0
   440   3.77  101.3   0.08   0.19  9.99E+37       0
   450   4.08  100.4   0.07   0.27  9.99E+37       0
   460   4.28   98.2   0.15   0.27  9.99E+37       0
   470   4.66   98.8   0.02   0.32  9.99E+37       0
   480   5.24   93.4   0.07   0.27  9.99E+37       0
   490   5.38   91.5  -0.02   0.29  9.99E+37       0
   500   5.82   86.9   0.06   0.15  9.99E+37       0
   510   5.53   87.4  -0.06   0.31  6.98E+06       0
   520   6.27   84.4  -0.06   0.23  9.99E+37       0
   530   6.73   83.2  -0.13   0.29  9.11E+06       0
   540   7.04   81.6  -0.04   0.30  9.99E+37       0
   550   6.92   79.2  -0.03   0.36  9.99E+37       0
   560   7.32   77.7  -0.01   0.36  9.99E+37       0
   570   7.94   74.8  -0.05   0.39  9.99E+37       0
   580   8.14   73.4  -0.02   0.36  9.99E+37       0
   590   8.39   68.5  -0.04   0.44  9.99E+37       0
   600   9.28   67.3   0.06   0.45  9.99E+37       0
   610  10.26   68.3   0.12  99.99  9.99E+37       0
   620   9.95   63.6  -0.02  99.99  9.99E+37       0
   630   9.60   62.4  -0.08  99.99  9.99E+37       0
   640   9.70   56.0  -0.11  99.99  9.99E+37       0
   650  10.37   62.4   0.02  99.99  9.99E+37       0
   660  11.63   53.6   0.01  99.99  9.99E+37       0
   670  12.19   51.1  -0.03  99.99  9.99E+37       0
   680  12.59   54.8  -0.11  99.99  9.99E+37       0
   690  99.99  999.9  -0.03  99.99  9.99E+37       0
   700  99.99  999.9  -0.01  99.99  9.99E+37       0
   710  12.52   55.0  -0.17  99.99  9.99E+37       0
   720  99.99  999.9  -0.20  99.99  9.99E+37       0
   730  99.99  999.9  -0.36  99.99  9.99E+37       0
   740  99.99  999.9  -0.29  99.99  9.99E+37       0
   750  99.99  999.9  99.99  99.99  9.99E+37       0
   760  99.99  999.9  99.99  99.99  9.99E+37       0
   770  99.99  999.9  99.99  99.99  9.99E+37       0
   780  99.99  999.9  99.99  99.99  9.99E+37       0
   790  99.99  999.9  99.99  99.99  9.99E+37       0
   800  99.99  999.9  99.99  99.99  9.99E+37       0
   810  99.99  999.9  99.99  99.99  9.99E+37       0
   820  99.99  999.9  99.99  99.99  9.99E+37       0
   830  99.99  999.9  99.99  99.99  9.99E+37       0
   840  99.99  999.9  99.99  99.99  9.99E+37       0
   850  99.99  999.9  99.99  99.99  9.99E+37       0
   860  99.99  999.9  99.99  99.99  9.99E+37       0
   870  99.99  999.9  99.99  99.99  9.99E+37       0
   880  99.99  999.9  99.99  99.99  9.99E+37       0
   890  99.99  999.9  99.99  99.99  9.99E+37       0
   900  99.99  999.9  99.99  99.99  9.99E+37       0
   910  99.99  999.9  99.99  99.99  9.99E+37       0
   920  99.99  999.9  99.99  99.99  9.99E+37       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  9.99E+37       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 08:00:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   1.83  339.3  -0.04   0.10  1.80E+06       0
    40   1.07  334.2   0.02   0.07  1.02E+06       0
    50   1.70  342.8  -0.05   0.07  4.48E+05       0
    60   1.60  336.0  -0.01   0.07  1.23E+06       0
    70   1.54  325.5  -0.06   0.08  2.67E+06       0
    80   1.45  319.4  -0.06   0.09  1.57E+06       0
    90   1.25  316.0  -0.06   0.09  1.12E+06     256
   100   0.97  315.5  -0.03   0.10  8.26E+05       0
   110   0.73  307.5   0.00   0.11  5.00E+05       0
   120   0.55  314.2   0.00   0.13  4.92E+05       0
   130   0.41  327.9   0.03   0.18  4.76E+05       0
   140   0.31   14.2  -0.04   0.18  4.90E+05       0
   150   0.14   28.5  -0.10   0.21  2.56E+05       0
   160   0.03  111.3  -0.13   0.19  9.99E+37       0
   170   0.21  241.4  -0.16   0.20  9.99E+37       0
   180   0.32  239.0  -0.13   0.23  9.99E+37       0
   190   0.53  235.8  -0.17   0.20  2.20E+05       0
   200   0.54  216.0  -0.16   0.20  9.99E+37       0
   210   0.63  198.6  -0.19   0.22  2.47E+05       0
   220   0.66  194.4  -0.21   0.22  5.19E+05       0
   230   0.80  212.0  -0.20   0.25  4.87E+05       0
   240   0.86  221.1  -0.21   0.29  4.29E+05       0
   250   0.91  211.9  -0.19   0.35  5.48E+05       0
   260   0.86  196.1  -0.21   0.32  5.12E+05       0
   270   0.94  172.4  -0.22   0.34  6.30E+05       0
   280   1.05  159.5  -0.28   0.32  9.64E+05       0
   290   1.27  157.6  -0.27   0.31  9.85E+05       0
   300   1.18  162.6  -0.22   0.28  1.20E+06       0
   310   1.08  161.4  -0.16   0.28  9.99E+37       0
   320   0.95  150.4  -0.16   0.29  1.39E+06       0
   330   1.41  132.9  -0.14   0.31  1.78E+06       0
   340   1.84  124.4  -0.08   0.35  9.99E+37       0
   350   2.38  118.1  -0.05   0.36  1.99E+06       0
   360   2.65  111.9  -0.05   0.34  2.70E+06       0
   370   2.96  106.0  -0.01   0.33  9.99E+37       0
   380   3.14   99.1   0.03   0.30  9.99E+37       0
   390   3.25   96.9   0.05   0.32  9.99E+37       0
   400   3.47   95.9   0.06   0.31  9.99E+37       0
   410   3.54   97.2   0.07   0.29  2.83E+06       0
   420   3.88   95.3   0.13   0.27  4.80E+06       0
   430   4.15   94.9   0.15   0.26  9.99E+37       0
   440   4.54   94.2   0.19   0.28  9.99E+37       0
   450   4.79   94.3   0.24   0.30  9.99E+37       0
   460   4.92   91.8   0.30   0.35  9.99E+37       0
   470   5.13   90.0   0.31   0.37  9.99E+37       0
   480   5.12   87.3   0.28   0.39  9.99E+37       0
   490   5.36   84.0   0.31   0.36  9.99E+37       0
   500   5.74   81.8   0.31   0.34  9.99E+37       0
   510   6.39   81.7   0.24   0.32  9.99E+37       0
   520   6.69   82.0   0.14   0.34  9.99E+37       0
   530   7.11   78.2   0.15   0.31  9.99E+37       0
   540   7.67   80.7   0.29   0.33  9.99E+37       0
   550   8.52   81.1   0.29   0.31  9.99E+37       0
   560   8.28   81.9   0.26   0.33  9.99E+37       0
   570   7.87   78.8   0.14   0.42  9.99E+37       0
   580   7.69   81.0   0.23   0.33  9.99E+37       0
   590   8.20   81.0   0.37   0.42  9.99E+37       0
   600  99.99  999.9   0.57   0.65  9.99E+37       0
   610   9.01   70.8  99.99  99.99  9.99E+37       0
   620   9.04   73.1  99.99  99.99  9.99E+37       0
   630   9.03   74.8  99.99  99.99  9.99E+37       0
   640   9.04   75.2  99.99  99.99  9.99E+37       0
   650  10.47   83.3  -0.29  99.99  9.99E+37       0
   660  10.91   80.6  -0.39  99.99  9.99E+37       0
   670  11.17   79.5  99.99  99.99  9.99E+37       0
   680  11.33   77.2  99.99  99.99  9.99E+37       0
   690  99.99  999.9  99.99  99.99  9.99E+37       0
   700  99.99  999.9  99.99  99.99  9.99E+37       0
   710  99.99  999.9  99.99  99.99  9.99E+37       0
   720  99.99  999.9  99.99  99.99  9.99E+37       0
   730  99.99  999.9  99.99  99.99  9.99E+37       0
   740  99.99  999.9  99.99  99.99  9.99E+37       0
   750  99.99  999.9  99.99  99.99  9.99E+37       0
   760  99.99  999.9  99.99  99.99  9.99E+37       0
   770  99.99  999.9  99.99  99.99  9.99E+37       0
   780  99.99  999.9  99.99  99.99  9.99E+37       0
   790  99.99  999.9  99.99  99.99  9.99E+37       0
   800  99.99  999.9  99.99  99.99  9.99E+37       0
   810  99.99  999.9  99.99  99.99  9.99E+37       0
   820  99.99  999.9  99.99  99.99  9.99E+37       0
   830  99.99  999.9  99.99  99.99  9.99E+37       0
   840  99.99  999.9  99.99  99.99  9.99E+37       0
   850  99.99  999.9  99.99  99.99  9.99E+37       0
   860  99.99  999.9  99.99  99.99  9.99E+37       0
   870  99.99  999.9  99.99  99.99  9.99E+37       0
   880  99.99  999.9  99.99  99.99  9.99E+37       0
   890  99.99  999.9  99.99  99.99  9.99E+37       0
   900  99.99  999.9  99.99  99.99  9.99E+37       0
   910  99.99  999.9  99.99  99.99  9.99E+37       0
   920  99.99  999.9  99.99  99.99  9.99E+37       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  9.99E+37       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 08:30:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   3.04  350.7  -0.02   0.09  3.17E+06       0
    40   1.71  351.2  -0.01   0.10  8.21E+05       0
    50   1.85  351.6   0.04   0.09  8.99E+05       0
    60   1.51  352.5   0.01   0.09  9.19E+05       0
    70   1.62  346.8  -0.02   0.08  2.26E+06       0
    80   1.73  342.1  -0.04   0.08  1.57E+06       0
    90   1.80  344.1  -0.04   0.07  1.95E+06       0
   100   1.71  345.0  -0.05   0.07  1.66E+06       0
   110   1.50  351.2  -0.04   0.08  9.38E+05       0
   120   1.23  350.7  -0.02   0.09  8.19E+05       0
   130   0.97  357.3   0.01   0.15  9.20E+05       0
   140   0.73  349.8   0.04   0.17  9.79E+05       0
   150   0.49  350.7   0.04   0.21  4.95E+05       0
   160   0.27  323.5   0.04   0.19  3.49E+05       0
   170   0.21  273.0   0.04   0.24  9.99E+37       0
   180   0.30  232.6   0.06   0.21  9.99E+37       0
   190   0.36  234.1   0.10   0.20  9.99E+37       0
   200   0.65  229.2   0.10   0.21  3.63E+05       0
   210   0.94  227.4   0.11   0.21  3.89E+05       0
   220   1.25  230.4   0.11   0.20  9.99E+37       0
   230   1.30  228.4   0.12   0.21  9.99E+37       0
   240   1.43  232.4   0.15   0.26  7.06E+05       0
   250   1.54  233.3   0.15   0.29  7.00E+05       0
   260   1.69  231.2   0.21   0.27  9.99E+37       0
   270   1.66  225.1   0.26   0.36  9.99E+37       0
   280   1.37  208.5   0.42   0.35  9.99E+37       0
   290   1.39  195.5   0.41   0.34  9.99E+37       0
   300   1.72  182.2   0.25   0.31  9.99E+37       0
   310   2.26  168.7   0.13   0.30  9.99E+37       0
   320   2.37  151.7   0.05   0.27  9.99E+37       0
   330   2.08  136.0   0.16   0.26  1.53E+06       0
   340   1.97  130.7   0.18   0.27  9.99E+37       0
   350   2.18  123.9   0.23   0.29  9.99E+37       0
   360   2.74  122.3   0.21   0.28  9.99E+37       0
   370   2.96  118.0   0.18   0.25  9.99E+37       0
   380   3.21  114.6   0.18   0.23  9.99E+37       0
   390   3.23  106.3   0.16   0.22  9.99E+37       0
   400   3.46  104.7   0.19   0.19  9.99E+37       0
   410   3.60  104.9   0.22   0.16  9.99E+37       0
   420   3.77  104.9   0.24   0.20  9.99E+37       0
   430   3.92  102.5   0.20   0.16  9.99E+37       0
   440   4.15  100.4   0.18   0.22  9.99E+37       0
   450   4.60   99.3   0.18   0.21  9.99E+37       0
   460   4.89   98.8   0.28   0.22  9.99E+37       0
   470   5.24   95.0   0.32   0.30  9.99E+37       0
   480   5.43   92.9   0.30   0.31  9.99E+37       0
   490   5.67   90.9   0.22   0.31  9.99E+37       0
   500   5.85   87.1   0.21   0.34  9.99E+37       0
   510  99.99  999.9   0.21   0.33  9.99E+37       0
   520   6.89   81.0   0.35   0.32  9.99E+37       0
   530   7.23   83.2   0.31   0.37  9.99E+37       0
   540   7.23   83.8   0.38   0.42  9.99E+37       0
   550   7.73   80.0   0.28   0.35  9.99E+37       0
   560   7.58   78.8   0.41   0.45  9.99E+37       0
   570   7.83   78.9   0.38  99.99  9.99E+37       0
   580  99.99  999.9   0.37  99.99  9.99E+37       0
   590   8.25   89.9   0.39  99.99  9.99E+37       0
   600   8.93   87.8   0.36  99.99  9.99E+37       0
   610   9.26   82.3   0.43  99.99  9.99E+37       0
   620   9.89   81.2   0.48  99.99  9.99E+37       0
   630   9.82   79.9  99.99  99.99  9.99E+37       0
   640  10.22   80.7  99.99  99.99  9.99E+37       0
   650  99.99  999.9  99.99  99.99  9.99E+37       0
   660  99.99  999.9  99.99  99.99  9.99E+37       0
   670  99.99  999.9  99.99  99.99  9.99E+37       0
   680  99.99  999.9  99.99  99.99  9.99E+37       0
   690  99.99  999.9  99.99  99.99  9.99E+37       0
   700  99.99  999.9  99.99  99.99  9.99E+37       0
   710  99.99  999.9  99.99  99.99  9.99E+37       0
   720  99.99  999.9  99.99  99.99  9.99E+37       0
   730  99.99  999.9  99.99  99.99  9.99E+37       0
   740  99.99  999.9  99.99  99.99  9.99E+37       0
   750  99.99  999.9  99.99  99.99  9.99E+37       0
   760  99.99  999.9  99.99  99.99  9.99E+37       0
   770  99.99  999.9  99.99  99.99  9.99E+37       0
   780  99.99  999.9  99.99  99.99  9.99E+37       0
   790  99.99  999.9  99.99  99.99  9.99E+37       0
   800  99.99  999.9  99.99  99.99  9.99E+37       0
   810  99.99  999.9  99.99  99.99  9.99E+37       0
   820  99.99  999.9  99.99  99.99  9.99E+37       0
   830  99.99  999.9  99.99  99.99  9.99E+37       0
   840  99.99  999.9  99.99  99.99  9.99E+37       0
   850  99.99  999.9  99.99  99.99  9.99E+37       0
   860  99.99  999.9  99.99  99.99  9.99E+37       0
   870  99.99  999.9  99.99  99.99  9.99E+37       0
   880  99.99  999.9  99.99  99.99  9.99E+37       0
   890  99.99  999.9  99.99  99.99  9.99E+37       0
   900  99.99  999.9  99.99  99.99  9.99E+37       0
   910  99.99  999.9  99.99  99.99  9.99E+37       0
   920  99.99  999.9  99.99  99.99  9.99E+37       0
   930  99.99  999.9  99.99  99.99  9.99E+37       0
   940  99.99  999.9  99.99  99.99  9.99E+37       0
   950  99.99  999.9  99.99  99.99  9.99E+37       0
   960  99.99  999.9  99.99  99.99  9.99E+37       0
   970  99.99  999.9  99.99  99.99  9.99E+37       0
   980  99.99  999.9  99.99  99.99  9.99E+37       0
   990  99.99  999.9  99.99  99.99  9.99E+37       0
  1000  99.99  999.9  99.99  99.99  9.99E+37       0

2012-08-15 09:00:00 00:30:00
#    z  speed    dir      W   sigW       bck   error 
    30   2.15  353.4   0.14   0.13  2.89E+06       0
    40   1.45  349.3   0.07   0.14  2.07E+06       0
    50   2.19  355.0   0.02   0.13  3.20E+06       0
    60   2.24  346.9   0.08   0.11  4.32E+06       0
    70   2.50  337.1   0.05   0.10  2.12E+06       0
    80   2.65  333.2   0.04   0.09  2.21E+06       0
    90   2.56  331.0   0.05   0.09  1.60E+06       0
   100   2.35  329.2   0.04   0.08  1.46E+06       0
   110   2.01  328.2   0.03   0.09  1.44E+06       0
   120   1.64  333.0   0.03   0.09  1.29E+06       0
   130   1.24  342.8   0.03   0.10  1.12E+06       0
   140   0.92  350.5   0.03   0.11  1.47E+06       0
   150   0.61  352.1   0.00   0.13  8.89E+05       0
   160   0.27    8.0   0.00   0.14  4.68E+05       0
   170   0.15  109.6  -0.05   0.16  4.22E+05       0
   180   0.34  127.1  -0.03   0.16  4.68E+05       0
   190   0.27  154.4  -0.02   0.14  3.45E+05       0
   200   0.41  201.7   0.02   0.13  3.53E+05       0
   210   0.64  222.7  -0.02   0.12  9.99E+37       0
   220   0.94  225.8  -0.01   0.13  5.96E+05       0
   230   1.14  229.3   0.00   0.13  7.19E+05       0
   240   1.25  229.2   0.02   0.12  7.64E+05       0
   250   1.17  230.4   0.02   0.16  6.34E+05       0
   260   1.23  227.6  -0.02   0.18  7.09E+05       0
   270   1.32  222.7   0.03   0.24  6.58E+05       0
   280   1.68  209.3   0.09   0.34  9.99E+37       0
   290   1.26  204.3   0.21  99.99  9.99E+37       0
   300   1.42  190.8   0.07  99.99  9.99E+37       0
   310   1.07  179.9   0.00  99.99  9.99E+37       0
   320   2.10  160.0  -0.19  99.99  9.99E+37       0
   330   1.53  146.6  -0.24  99.99  9.99E+37       0
   340   1.86  109.1  -0.21  99.99  9.99E+37       0
   350   0.63  110.1  -0.09  99.99  9.99E+37       0
   360   0.46  117.4  -0.04   0.36  9.99E+37       0
   370   0.70  140.8  -0.03   0.37  9.99E+37       0
   380   1.65  100.8   0.02   0.35  9.99E+37       0
   390   2.08  108.3  -0.03   0.34  9.99E+37       0
   400   2.72  113.4  -0.03   0.33  9.99E+37       0
   410   2.36  119.8  -0.05   0.30  9.99E+37       0
   420   2.53  120.1   0.03   0.27  9.99E+37       0
   430   2.40  121.4  -0.01   0.26  3.50E+06       0
   440   2.72  118.3   0.01   0.30  3.36E+06       0
   450   2.88  110.9   0.02   0.22  5.72E+06       0
   460   3.31  104.3   0.05   0.26  3.86E+06       0
   470   3.71  101.1   0.09   0.29  9.99E+37       0
   480   4.07  100.1   0.13   0.30  4.90E+06       0
